#,场景,子场景,数据来源,是否多轮,组别,测试数据,参考答案
602,催收多轮对话场景,无,FAQ相似问,多轮,88,Jason,"Hi Mr. Jason, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
603,催收多轮对话场景,无,FAQ相似问,多轮,88,Stop bothering me.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
604,催收多轮对话场景,无,FAQ相似问,多轮,88,I don't think I owe anything.,That’s a good step. Can you confirm if you’ll pay within a few days?
605,催收多轮对话场景,无,FAQ相似问,多轮,88,I already paid it.,"We understand it’s stressful. Still, when can you complete the payment?"
606,催收多轮对话场景,无,FAQ相似问,多轮,88,I'm waiting for my salary.,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
607,催收多轮对话场景,无,FAQ相似问,多轮,88,Can I pay part of it?,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
608,催收多轮对话场景,无,FAQ相似问,多轮,88,I don't have money now.,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
609,催收多轮对话场景,无,FAQ相似问,多轮,88,I don't think I owe anything.,We’re required to follow up. Could you tell us your plan to settle this?
610,催收多轮对话场景,无,FAQ相似问,多轮,88,Maybe I'll pay next month.,When exactly is your salary due? It will help us avoid escalation.
611,催收多轮对话场景,无,FAQ相似问,多轮,89,Matt,"Hi Mr. Matt, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
612,催收多轮对话场景,无,FAQ相似问,多轮,89,I already paid it.,Waiting until next month is too long. Could you try resolving it this week?
613,催收多轮对话场景,无,FAQ相似问,多轮,89,I'll try asking my family.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
614,催收多轮对话场景,无,FAQ相似问,多轮,89,Why is the amount so high?,Our records confirm the balance. Can you check and update us by today?
615,催收多轮对话场景,无,FAQ相似问,多轮,89,I don't think I owe anything.,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
616,催收多轮对话场景,无,FAQ相似问,多轮,89,I'm going to complain to OJK.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
617,催收多轮对话场景,无,FAQ相似问,多轮,90,Jim,"Hi Mr. Jim, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
618,催收多轮对话场景,无,FAQ相似问,多轮,90,I already paid it.,"We understand it’s stressful. Still, when can you complete the payment?"
619,催收多轮对话场景,无,FAQ相似问,多轮,90,Stop bothering me.,When exactly is your salary due? It will help us avoid escalation.
620,催收多轮对话场景,无,FAQ相似问,多轮,90,I already paid it.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
621,催收多轮对话场景,无,FAQ相似问,多轮,90,I don't have money now.,"We understand it’s stressful. Still, when can you complete the payment?"
622,催收多轮对话场景,无,FAQ相似问,多轮,91,Brian,"Hi Mr. Brian, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
623,催收多轮对话场景,无,FAQ相似问,多轮,91,I'm waiting for my salary.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
624,催收多轮对话场景,无,FAQ相似问,多轮,91,Why is the amount so high?,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
625,催收多轮对话场景,无,FAQ相似问,多轮,91,I don't think I owe anything.,Our records confirm the balance. Can you check and update us by today?
626,催收多轮对话场景,无,FAQ相似问,多轮,91,I'm going to complain to OJK.,When exactly is your salary due? It will help us avoid escalation.
627,催收多轮对话场景,无,FAQ相似问,多轮,91,I don't have money now.,That’s a good step. Can you confirm if you’ll pay within a few days?
628,催收多轮对话场景,无,FAQ相似问,多轮,92,Sam,"Hi Mr. Sam, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
629,催收多轮对话场景,无,FAQ相似问,多轮,92,I'll try asking my family.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
630,催收多轮对话场景,无,FAQ相似问,多轮,92,I don't think I owe anything.,That’s a good step. Can you confirm if you’ll pay within a few days?
631,催收多轮对话场景,无,FAQ相似问,多轮,92,I'm going to complain to OJK.,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
632,催收多轮对话场景,无,FAQ相似问,多轮,92,Why is the amount so high?,Our records confirm the balance. Can you check and update us by today?
633,催收多轮对话场景,无,FAQ相似问,多轮,92,I don't think I owe anything.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
634,催收多轮对话场景,无,FAQ相似问,多轮,92,Maybe I'll pay next month.,Waiting until next month is too long. Could you try resolving it this week?
635,催收多轮对话场景,无,FAQ相似问,多轮,93,Peter,"Hi Mr. Peter, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
636,催收多轮对话场景,无,FAQ相似问,多轮,93,I already paid it.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
637,催收多轮对话场景,无,FAQ相似问,多轮,93,I'm very stressed about this.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
638,催收多轮对话场景,无,FAQ相似问,多轮,93,Can I pay part of it?,That’s a good step. Can you confirm if you’ll pay within a few days?
639,催收多轮对话场景,无,FAQ相似问,多轮,93,Maybe I'll pay next month.,"We understand it’s stressful. Still, when can you complete the payment?"
640,催收多轮对话场景,无,FAQ相似问,多轮,94,Chris,"Hi Mr. Chris, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
641,催收多轮对话场景,无,FAQ相似问,多轮,94,Stop bothering me.,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
642,催收多轮对话场景,无,FAQ相似问,多轮,94,Can I pay part of it?,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
643,催收多轮对话场景,无,FAQ相似问,多轮,94,I already paid it.,"Hi, we always follow OJK rules. You may complain if needed, but we still must resolve this."
644,催收多轮对话场景,无,FAQ相似问,多轮,94,Maybe I'll pay next month.,Our records confirm the balance. Can you check and update us by today?
645,催收多轮对话场景,无,FAQ相似问,多轮,95,Jack,"Hi Mr. Jack, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
646,催收多轮对话场景,无,FAQ相似问,多轮,95,I'll try asking my family.,Our records confirm the balance. Can you check and update us by today?
647,催收多轮对话场景,无,FAQ相似问,多轮,95,Can I pay part of it?,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
648,催收多轮对话场景,无,FAQ相似问,多轮,95,I'll try asking my family.,When exactly is your salary due? It will help us avoid escalation.
649,催收多轮对话场景,无,FAQ相似问,多轮,95,Maybe I'll pay next month.,Waiting until next month is too long. Could you try resolving it this week?
650,催收多轮对话场景,无,FAQ相似问,多轮,95,I'm very stressed about this.,When exactly is your salary due? It will help us avoid escalation.
651,催收多轮对话场景,无,FAQ相似问,多轮,95,I already paid it.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
652,催收多轮对话场景,无,FAQ相似问,多轮,96,Bob,"Hi Mr. Bob, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
653,催收多轮对话场景,无,FAQ相似问,多轮,96,I'm going to complain to OJK.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
654,催收多轮对话场景,无,FAQ相似问,多轮,96,Why is the amount so high?,We’re required to follow up. Could you tell us your plan to settle this?
655,催收多轮对话场景,无,FAQ相似问,多轮,96,I'll try asking my family.,"We understand it’s stressful. Still, when can you complete the payment?"
656,催收多轮对话场景,无,FAQ相似问,多轮,96,Can I pay part of it?,When exactly is your salary due? It will help us avoid escalation.
657,催收多轮对话场景,无,FAQ相似问,多轮,96,Can I pay part of it?,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
658,催收多轮对话场景,无,FAQ相似问,多轮,96,I don't have money now.,When exactly is your salary due? It will help us avoid escalation.
659,催收多轮对话场景,无,FAQ相似问,多轮,97,Bob,"Hi Mr. Bob, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
660,催收多轮对话场景,无,FAQ相似问,多轮,97,Can I pay part of it?,That’s a good step. Can you confirm if you’ll pay within a few days?
661,催收多轮对话场景,无,FAQ相似问,多轮,97,I don't think I owe anything.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
662,催收多轮对话场景,无,FAQ相似问,多轮,97,Stop bothering me.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
663,催收多轮对话场景,无,FAQ相似问,多轮,97,I already paid it.,That’s a good step. Can you confirm if you’ll pay within a few days?
664,催收多轮对话场景,无,FAQ相似问,多轮,97,I don't think I owe anything.,Waiting until next month is too long. Could you try resolving it this week?
665,催收多轮对话场景,无,FAQ相似问,多轮,97,I'm very stressed about this.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
666,催收多轮对话场景,无,FAQ相似问,多轮,97,I'll try asking my family.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
667,催收多轮对话场景,无,FAQ相似问,多轮,98,Peter,"Hi Mr. Peter, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
668,催收多轮对话场景,无,FAQ相似问,多轮,98,Maybe I'll pay next month.,When exactly is your salary due? It will help us avoid escalation.
669,催收多轮对话场景,无,FAQ相似问,多轮,98,I'll try asking my family.,Waiting until next month is too long. Could you try resolving it this week?
670,催收多轮对话场景,无,FAQ相似问,多轮,98,Can I pay part of it?,"We understand it’s stressful. Still, when can you complete the payment?"
671,催收多轮对话场景,无,FAQ相似问,多轮,98,I already paid it.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
672,催收多轮对话场景,无,FAQ相似问,多轮,98,Maybe I'll pay next month.,"We understand it’s stressful. Still, when can you complete the payment?"
673,催收多轮对话场景,无,FAQ相似问,多轮,98,Maybe I'll pay next month.,That’s a good step. Can you confirm if you’ll pay within a few days?
674,催收多轮对话场景,无,FAQ相似问,多轮,99,Tom,"Hi Mr. Tom, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
675,催收多轮对话场景,无,FAQ相似问,多轮,99,I don't have money now.,"We understand it’s stressful. Still, when can you complete the payment?"
676,催收多轮对话场景,无,FAQ相似问,多轮,99,I'm very stressed about this.,Thank you for telling us. Please provide proof of payment so we can stop the reminders.
677,催收多轮对话场景,无,FAQ相似问,多轮,99,Why is the amount so high?,That’s a good step. Can you confirm if you’ll pay within a few days?
678,催收多轮对话场景,无,FAQ相似问,多轮,99,Can I pay part of it?,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
679,催收多轮对话场景,无,FAQ相似问,多轮,99,I don't think I owe anything.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
680,催收多轮对话场景,无,FAQ相似问,多轮,99,I'm going to complain to OJK.,Our records confirm the balance. Can you check and update us by today?
681,催收多轮对话场景,无,FAQ相似问,多轮,99,I don't think I owe anything.,"Currently, a minimum repayment of 30% is required within 24 hours. Can you do that?"
682,催收多轮对话场景,无,FAQ相似问,多轮,99,Can I pay part of it?,Waiting until next month is too long. Could you try resolving it this week?
683,催收多轮对话场景,无,FAQ相似问,多轮,100,Sam,"Hi Mr. Sam, this is Jack from DynaCash. Your loan is overdue. To avoid fees or credit impact, please pay soon. When can we expect your payment?"
684,催收多轮对话场景,无,FAQ相似问,多轮,100,I already paid it.,Our records confirm the balance. Can you check and update us by today?
685,催收多轮对话场景,无,FAQ相似问,多轮,100,I'm very stressed about this.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
686,催收多轮对话场景,无,FAQ相似问,多轮,100,I'm waiting for my salary.,"We understand it’s stressful. Still, when can you complete the payment?"
687,催收多轮对话场景,无,FAQ相似问,多轮,100,I'm waiting for my salary.,"That amount includes principal, interest, and late fees. Please confirm when you'll pay."
688,催收多轮对话场景,无,FAQ相似问,多轮,100,Stop bothering me.,We’re required to follow up. Could you tell us your plan to settle this?
689,催收多轮对话场景,无,FAQ相似问,多轮,100,Maybe I'll pay next month.,"I understand your concern, but delaying will lead to fees. When can you arrange payment?"
690,催收多轮对话场景,无,FAQ相似问,多轮,100,Can I pay part of it?,"We understand it’s stressful. Still, when can you complete the payment?"
